id	id_2	coAuth
100009949	0	Portugal. Direcção Geral do Comércio Interno
100009949	0	Cavaco, Clotilde
100009949	0	Portugal Direcção Geral do Comércio Interno
100018640	0	Campos, J. A. Pinto de
100018640	0	Sablikov, Vladimir A
100018640	0	Büttiker, Markus
100058670	0	Parque Escolar, EPE
100058670	0	Portugal. Comissão Nacional para as Comemorações do Centenário da República
100058670	0	Menezes, Cristina
100058670	0	Massano, António José
100058670	0	Heitor, Teresa
100058670	0	Garnel, Maria Rita Lino, 1952-
100068261	0	Partido Republicano Português
100068261	0	Pimentel, Gastão Meneses, ca 18- -
100068261	0	Pimentel, Gastão Meneses ca 18- -
100068261	0	Mendo, Arnaldo A., ca 18- -
100068261	0	Mendo, Arnaldo A. ca 18- -
100068261	0	Andrade, João Doutel de, ca 18- -
100068261	0	Andrade, João Doutel de ca 18- -
100068261	0	Andrade, Eduardo Doutel de, ca 18- -
100068261	0	Andrade, Eduardo Doutel de ca 18- -
100077982	0	Silva, Alberto Manuel Rodrigues da
100087898	0	Toksvig, Louise Sylvester
100087898	0	Rio, Olga del
100087898	0	Haber, Isabel
100087898	0	Gallego, Joana
100087898	0	Barbaformosa
100087898	0	Barbaformosa
10010733	0	Fondazione culturale Mario Cerilli
10010733	0	Cerilli, Mario 1926-1980
10010733	0	Università degli studi di Cassino
10010733	0	Cimino, Guido 1883-
10010733	0	Associazione italiana Lepina lepos
100115693	0	Portugal
100115693	0	France, José António Sequeira Capela
100115693	0	Sousa, Dionéia Paula Bodevan de
100115693	0	Rocha, Lamara Laguardia Valente
100125649	0	Gouveia, António Cecílio
100144647639509806283	0	Yeakey, Carol Camp
100144647639509806283	0	Wells, Anjanette
100145066482366591773	0	Maślanka, Krzysztof (1945- )
100145066482366591773	0	Kostuch, Ryszard (1929-2017)
100145066482366591773	0	Czajkowski, Ryszard.
100146163	0	Fragoso, Simão Monteiro
100146163	0	Costa, João da, fl. 166--168-
100146163	0	Costa, João da fl. 166--168-
100149066343465600238	0	Universitetet i Bergen Institutt for sammenliknende politikk
100149294120280520990	0	Randby, Åshild T.
100149294120280520990	0	Garmo, Torstein H.
100150746898316301294	0	Vulpen, Bram van, 1989-
100150746898316301294	0	Derckx, Ernée, 1991-
100150746898316301294	0	Dam, Hugo van, 1987-
100150746898316301294	0	Creyghton, Ramon, 1989-
100150746898316301294	0	Burgers, Laura, 1989-
100150746898316301294	0	Bollemeijer, Niek, 1995-
100151352026052601097	0	Reênt, Oleksandr Petrovič (1949- ).
100151352026052601097	0	Pedʹko, Ìrina Anatolìïvna.', "Orlik, Vasil' Mihajlovič (1970- ).", 'Krutìj, Ûrìj Sergìjovič.
100151352026052601097	0	Kovrov, Anatolìj Volodimirovič.
100151352026052601097	0	Hmarsʹkij, Vadim Mihajlovič.
100151352026052601097	0	Gončaruk, Grigorìj (1937- ).
100151352026052601097	0	Cubenko, Valerìâ Leonìdìvna (1978- ).
100152138629510982418	0	황선미 1973-
100152138629510982418	0	허세욱 1934-2010
100152138629510982418	0	최지영 1971-
100152138629510982418	0	주숙하 1969-
100152138629510982418	0	정진강 1962-
100152138629510982418	0	장호득 1966-
100152138629510982418	0	임소영 1967-
100152138629510982418	0	임동석 1949-
100152138629510982418	0	이제우 1957-
100152138629510982418	0	이기훈 1973-
100152742902527731340	0	Königliche Privat-Musikaliensammlung
100152742902527731340	0	Simonetti, Johann Wilhelm 18.sc
100152742902527731340	0	Balch, George Christoph 1785+
100152742902527731340	0	Anonymus
100152742902527731340	0	Albinoni, Tomaso 1671-1751
100152742902527731340	0	Alberti, Giuseppe Matteo 1685-1751
100175468	0	Balzac, Honoré de (1799-1850).
100175468	0	Somma, Antonio.
100175468	0	Romani, Felice, 1788-1865.
100175468	0	Prati, Giovanni, 1814-1884.
100175468	0	Porta, Carlo Antonio Melchiore Filippo, 1775-1821.
100175468	0	Nievo, Ippolito (1831-1861).
100175468	0	Garzanti Editore.
100175468	0	Carducci, Giosuè, 1835-1907.
100175468	0	Verdi, Giuseppe
100175468	0	Sand, George Amandine-Aurore-Lucie Dudevant née Dupin
100175468	0	Byron, George Noe͏̈l Gordon, Baron Byron, 1788-1824.
10019671	0	Sayre, George G..
10019671	0	Krycka, Kevin C..
1002155284861987061945	0	Art Cuéllar-Nathan (Zürich)
100234175	0	Luneau, René 1932-
100234175	0	Kaës, René
100234175	0	Anzieu, Didier
100234175	0	Urbain, Jean-Didier 1951-....
100234175	0	Fougeyrollas, Pierre, 1922-
100234175	0	Chassey, Francis de.
100234175	0	Vansina, Jan (1929- ).
100234175	0	Mauny, Raymond, 1912-1994.', "Groupe d'études dakaroises", 'Cresswell, Robert (1922-....).
100234175	0	Payot et Cie.
100234175	0	Saint-Aubyn, Isabel
100234175	0	Pawlik, Jacek Jan, (1952- )
100253440	0	Menini, María Antonia
100253440	0	Herrero Molina, Manuel.
100253440	0	Peiré, Florent B..
100253440	0	Troost, Petra.
100253440	0	Robson, Mark (1913-1978).
100253440	0	Olszewska-Marcinkiewicz, Anna.
100253440	0	Villelaur, Anne.
100253440	0	Tel Aviv-Yafo (Israel)
100253440	0	Deutsch, Helen (1912-1992).
100253440	0	Aguilar, J. Teixeira de, 1945-
100253440	0	Friedmann, Gretl
100253440	0	Budor, Karlo
100253440	0	永井, 淳, 1935-2009.
100253440	0	Wydawnictwo Crime and Thriller.
100253440	0	Heroldová-Šťovíčková, Věra, 1930-2015
100253440	0	조윤경
100253440	0	Weisbart, David
100253440	0	Villmann, Urmas
100253440	0	Ulčar, Miroslav.
100253440	0	Boitmane, Marija
100253440	0	Хохрев, А.
100253440	0	Hedemann, Fritze
100253440	0	Demasi, Domingos, 1944-
10027079	0	Wittenberg, Hermann
10027079	0	Remotti, Francesco
10027079	0	Gusman, Alessandro.
10027079	0	Uganda Museum
10027079	0	Museo Nazionale della Montagna "Duca degli Abruzzi"
10027079	0	Kiriama, Herman
10027079	0	Beneduce, Roberto, 1957-
10027079	0	Baluku, Stanley
10027079	0	Ballarin, Marie-Pierre
10027079	0	Garnier, Xavier.
100288515	0	Youngquist, John A.
100288515	0	Burley, Jeffery
100288515	0	Savill, Peter S.
100288515	0	Edwards, Peter N..
100288515	0	Burley, J.
100288515	0	ebrary, Inc.
100288515	0	Youngquist, John.
100288515	0	Turnbull, John W.
100288515	0	Malcolm, Douglas C..
100288515	0	Institute of Chartered Foresters (Great Britain)
100288515	0	Saville, Peter (1955-....).
100321218	0	Wassef, Aalam
100321218	0	Smithee, Alan 19..-.... réalisateur
100321218	0	Messine, Monique 1940-2003
100321218	0	Marçais, Nicolas 1969-....
100321218	0	Henion, George
100321218	0	Gallimard jeunesse, Département multimédia
100321218	0	Deitrich, Brend
100321218	0	Calamandrei, Camilla
100321218	0	Beneston, Marie-Laure 1962?-....
100321218	0	Bauman-Arnold, Laurie
100321218	0	Donadieu-Rigaut, Dominique.
100337377	0	Saarbrücken, Univ
10036153	0	Leculier, Olivier
10036153	0	Lecuiler, Olivier
100394479	0	財政部財稅人員訓練所 (China)
100394479	0	Cai zheng bu cai shui ren yuan xun lian suo (China)
100414242	0	Wittenbecher, Josefine 1939-
100414242	0	Juli, Peter
100414242	0	Fergen, Bernd
1004155042793572401653	0	Girod
1004155042793572401653	0	Frantin, Louis-Nicolas
1004155042793572401653	0	Ranfer, avocat
1004155042793572401653	0	Causse, Jacques
10044646	0	Hofmann, Christa 19..-....
10044646	0	Giovannini, Andrea 1953-....
10044646	0	France 3
10044646	0	Le Bars, Fabienne 1967-....
10044646	0	Dussert-Carbone, Isabelle 1953-....
10044646	0	Théophraste
10044646	0	Rigaud, Jacques 1932-....
10044646	0	Douste-Blazy, Philippe 1953-....
10044646	0	Bertholon, Régis
10044646	0	Aubry, Thierry 19..-.... expert
100531458	0	Abragam, Anatole 1914-2011)
100531458	0	Porneuf, Madeleine
100531458	0	Abragam, A.
100531458	0	Skrockij, Georgij Viktorovič', "Commissariat à l'énergie atomique et aux énergies alternatives France", 'Roth, Étienne 1922-2009
100531458	0	Tabti, Touwfik
100531458	0	Rigny, Paul 1939-....)
100531458	0	Desvaux, Hervé
100531458	0	Weill, Gilbert (1933-....).
100566954	0	Schubert, Anegal
100566954	0	Rauter, Susanne
100566954	0	Künnemann, Horst 1929-
100566954	0	Glasz, Doris
100566954	0	Einwohlt, Ilona
100566954	0	Berner, Horst
100566954	0	Zero Werbeagentur
100566954	0	Libotte, Thorsten 1972-
100583507	0	Nizon, Paul 1929-...
100583507	0	Suhrkamp Verlag
10061762	0	Raeburn, Iain 1949-....
10061762	0	Muhly, Paul S.
100651929	0	Rowland, Bruce 1942-
100651929	0	Gibson, Mel (1956- ).
100651929	0	Warner home video France.
100651929	0	Mitchell, Doug.
100651929	0	Folk, Robert (1949-....).
100651929	0	Warner Bros. Entertainment.
100651929	0	Galapagos.
100651929	0	Morrison, Kenny 1974-....)
100651929	0	Miller, George f. 1945
100651929	0	Connell, David
100651929	0	Wood, Elijah
100651929	0	Remstar (Firme)
100651929	0	Young, Don, 1933-
100651929	0	Twoje Media.
100673090	0	Berezut︠s︡kiĭ, Valeriĭ Dmitrievich.
10076313	0	Bhatnagar, Arvind
10076313	0	Ulmschneider, Peter 1938-....
10076313	0	Ulmschneider, P. 1938-....) (Peter)
10076313	0	Ulmschneider, P. (Peter), 1938-
10076313	0	Bhatnagar, A.
10076313	0	Basu, Sarbani', "International Conference on Windows on the Sun's Interior (Bombay, India) (1995).", 'Chitre, Shashikumar Madhusudan.
100783412	0	Abramson, Adolph G.
1008155042734072400948	0	Monk, Marilyn
100823163	0	Mississippi State University. Department of Wildlife and Fisheries
100903932	0	Weidemann, Christoph Erich
100903932	0	Barth, Wilhelm Ambrosius 1790-1851)
100917680	0	McKirdy, Alan
100917680	0	Crofts, Roger
100917680	0	Sutherland, Donald Graham 1949-...
100917680	0	Sutherland, Donald G.
100917680	0	Scottish Natural Heritage (Agency)
100917680	0	Joint Nature Conservation Committee (Great Britain)
100917680	0	Wyon, John Benjamin (1918-).
